,AREA,SALE_COND,PARK_FACIL,BUILDTYPE,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,LOG_PRICE
3898,Adyar,AdjLand,Yes,House,Gravel,A,24,1153,178,1.0,1.0,3,15.977985062813287
3899,Velachery,AdjLand,Yes,Commercial,Gravel,RM,30,1618,30,2.0,1.0,4,16.665436118775037
3900,Karapakkam,Family,Yes,Commercial,NoAccess,A,38,1246,31,1.0,1.0,3,15.958218288272347
3901,KK Nagar,Family,No,Commercial,Paved,RM,27,2389,109,4.0,2.0,6,16.772994345598885
3902,KK Nagar,Normal Sale,No,House,Paved,RM,6,2227,163,4.0,2.0,6,16.336057560725298
3903,Anna Nagar,AbNormal,Yes,House,Gravel,RL,30,1853,42,2.0,1.0,5,16.475633232718035
3904,Chrompet,Partial,No,Commercial,Gravel,RM,27,926,13,1.0,1.0,3,16.33365080306143
3905,TNagar,AdjLand,No,Others,NoAccess,RL,25,1517,191,1.0,1.0,4,16.309615605809807
3906,KK Nagar,AdjLand,No,House,Paved,RH,22,1721,61,2.0,1.0,4,16.102304728004896
3907,Karapakkam,Normal Sale,No,House,Gravel,A,18,1231,126,1.0,1.0,3,15.619940088566453
3908,Karapakkam,AdjLand,Yes,House,NoAccess,A,49,1090,34,1.0,1.0,3,15.44682208896585
3909,Velachery,AbNormal,Yes,Commercial,NoAccess,RH,9,1590,56,2.0,1.0,4,16.494186255174288
3910,Karapakkam,AbNormal,Yes,Others,Paved,I,34,1353,183,2.0,2.0,4,15.899989266789449
3911,Anna Nagar,AbNormal,Yes,Others,Gravel,RL,29,1610,185,1.0,1.0,4,16.45984806572814
3912,TNagar,Normal Sale,Yes,Others,Paved,RL,29,1883,148,2.0,1.0,5,16.565322088273742
3913,Chrompet,Normal Sale,Yes,Commercial,Gravel,RL,29,1029,178,1.0,1.0,3,16.451084972122207
3914,Chrompet,AdjLand,Yes,House,Gravel,RM,29,1285,187,2.0,1.0,4,16.31970082783849
3915,Adyar,AbNormal,Yes,Commercial,NoAccess,C,35,1210,175,2.0,2.0,4,16.379171932485622
3916,Karapakkam,AdjLand,No,House,Gravel,A,39,774,153,1.0,1.0,2,15.302740383628562
3917,Chrompet,AbNormal,No,Others,Gravel,RL,4,940,135,1.0,1.0,3,16.04946814129004
3918,Velachery,Family,Yes,Others,Paved,C,31,1893,70,3.0,2.0,5,16.17594145071665
3919,Chrompet,AdjLand,No,House,Gravel,RH,30,857,29,1.0,1.0,3,15.84250577234848
3920,TNagar,AbNormal,No,Others,NoAccess,RH,6,1563,114,1.0,1.0,4,16.283312163704498
3921,Velachery,AbNormal,No,Others,Paved,RH,16,1634,73,2.0,1.0,4,16.128721793003614
3922,KK Nagar,Normal Sale,No,House,Paved,RL,19,1483,161,2.0,1.0,4,16.04549280706901
3923,TNagar,Partial,Yes,Commercial,Gravel,RH,13,1902,173,2.0,1.0,5,16.942865829315213
3924,TNagar,AdjLand,Yes,Others,Gravel,RH,37,1638,4,1.0,1.0,4,16.502321324056286
3925,Anna Nagar,Partial,Yes,Commercial,Gravel,RL,26,1877,4,2.0,1.0,5,16.94575864569086
3926,Chrompet,AbNormal,Yes,Others,NoAccess,RM,17,751,162,1.0,1.0,2,16.00064917116066
3927,KK Nagar,AbNormal,No,Commercial,Gravel,RL,23,1873,130,3.0,2.0,5,16.612360519278443
3928,Chrompet,AdjLand,Yes,House,NoAccess,RH,25,1021,73,1.0,1.0,3,15.979578708249347
3929,Karapakkam,Family,Yes,Commercial,Gravel,RM,24,1448,93,2.0,2.0,4,16.46121112944589
3930,Karapakkam,Normal Sale,No,Others,Gravel,RL,39,720,34,1.0,1.0,2,15.716912014256833
3931,Anna Nagar,Family,No,Others,Gravel,RL,28,1514,151,1.0,1.0,4,16.365520959741787
3932,KK Nagar,Partial,No,Others,Gravel,RM,27,2347,90,4.0,2.0,6,16.427077464765677
3933,KK Nagar,Partial,Yes,House,Paved,RM,26,1816,170,3.0,2.0,5,16.25001640970819
3934,Velachery,Normal Sale,Yes,Others,Paved,A,38,1615,29,2.0,1.0,4,15.953308386025967
3935,Velachery,AbNormal,No,Others,Gravel,RH,25,1941,138,3.0,2.0,5,16.255878767182587
3936,KK Nagar,Normal Sale,Yes,House,Paved,RL,8,2227,51,4.0,2.0,6,16.372905219669136
3937,Chrompet,Partial,Yes,Commercial,NoAccess,RM,29,1119,13,1.0,1.0,3,16.4438610592257
3938,Chrompet,AbNormal,No,Others,Paved,RM,35,885,16,1.0,1.0,3,15.989507676625507
3939,Karapakkam,AdjLand,Yes,Commercial,Paved,RL,37,1417,29,2.0,2.0,4,16.393154611106752
3940,Adyar,Partial,Yes,House,NoAccess,RL,37,1278,175,2.0,2.0,4,16.101543517079797
3941,Chrompet,AdjLand,Yes,Others,Gravel,RM,20,1050,14,1.0,1.0,3,16.273359853446184
3942,TNagar,Normal Sale,Yes,Others,Paved,RH,42,1706,29,1.0,1.0,4,16.432704472604026
3943,Karapakkam,Family,No,Commercial,Gravel,C,41,774,111,1.0,1.0,2,15.712393114666314
3944,Anna Nagar,Family,Yes,House,Paved,RM,19,1751,183,1.0,1.0,4,16.46111093508151
3945,Karapakkam,AdjLand,Yes,Others,Gravel,I,24,729,161,1.0,1.0,2,15.766103297986763
3946,Chrompet,Partial,Yes,House,Paved,RM,28,1142,59,1.0,1.0,3,16.153221742578836
3947,Velachery,AbNormal,Yes,House,Paved,RH,43,1668,192,2.0,1.0,4,16.076203813526835
3948,Chrompet,Family,No,Commercial,Gravel,RM,8,857,77,1.0,1.0,3,16.356927258672627
3949,Velachery,Family,No,Commercial,Gravel,I,19,1774,190,2.0,1.0,4,16.51450682899273
3950,Chrompet,AbNormal,Yes,Others,Gravel,RH,22,897,71,1.0,1.0,3,16.045285251976907
3951,TNagar,Family,No,Commercial,Paved,RL,14,1838,139,2.0,1.0,5,16.87394008042906
3952,Adyar,Family,Yes,Others,Gravel,A,15,1000,189,1.0,1.0,3,15.949990204717299
3953,Karapakkam,Partial,No,Others,NoAccess,RL,42,1209,9,1.0,1.0,3,15.754004992738837
3954,Chrompet,Partial,Yes,Commercial,NoAccess,RH,19,858,135,1.0,1.0,3,16.18834738308096
3955,Adyar,Normal Sale,Yes,House,NoAccess,RM,7,767,191,1.0,1.0,2,16.069432788685656
3956,TNagar,Family,Yes,Others,Paved,RL,43,1624,98,1.0,1.0,4,16.44901787183809
3957,Karapakkam,Normal Sale,No,Others,Gravel,I,36,579,7,1.0,1.0,2,15.492547490926254
3958,Adyar,Family,Yes,Commercial,NoAccess,RM,14,881,182,1.0,1.0,3,16.40018259985847
3959,Chrompet,Family,Yes,House,Paved,RH,27,722,148,1.0,1.0,2,15.77588586604128
3960,Velachery,Normal Sale,No,Others,Paved,RM,18,1837,75,3.0,2.0,5,16.29608391592323
3961,Chrompet,Family,No,Others,Paved,RL,34,1296,112,2.0,1.0,4,16.160580645926487
3962,Karapakkam,Normal Sale,No,House,Paved,RH,31,1624,28,2.0,2.0,4,15.904867776431486
3963,Anna Nagar,AbNormal,Yes,Others,Gravel,RH,41,1630,45,1.0,1.0,4,16.42357223284539
3964,Chrompet,AdjLand,No,Others,Gravel,RH,24,1257,183,2.0,1.0,4,16.1471115874283
3965,Chrompet,AdjLand,No,Commercial,NoAccess,RH,35,1163,88,1.0,1.0,3,16.34696756383598
3966,Velachery,Partial,Yes,Commercial,NoAccess,C,44,1652,120,2.0,1.0,4,16.349622444497324
3967,Velachery,AbNormal,No,House,Gravel,A,30,1566,134,2.0,1.0,4,15.777754158411597
3968,Velachery,Normal Sale,No,Others,Paved,A,49,1669,2,2.0,1.0,4,15.836460459217136
3969,Karapakkam,Normal Sale,Yes,House,Gravel,A,49,1009,148,1.0,1.0,3,15.534348018172903
3970,Adyar,AbNormal,No,Others,Paved,I,31,750,127,1.0,1.0,2,15.689612396308693
3971,KK Nagar,AdjLand,No,House,Paved,RM,7,2149,46,3.0,2.0,5,16.340563694168296
3972,Velachery,AbNormal,Yes,Others,Gravel,A,23,1818,77,3.0,2.0,5,16.156833362869893
3973,KK Nagar,Family,No,Commercial,Paved,RM,5,1623,123,2.0,1.0,4,16.556344968970496
3974,Anna Nagar,Normal Sale,Yes,House,Gravel,RL,36,1602,51,1.0,1.0,4,16.369141721012156
3975,Chrompet,Family,No,Commercial,Paved,RH,9,1143,106,1.0,1.0,3,16.395679204577636
3976,Adyar,Partial,No,House,Paved,A,37,865,75,1.0,1.0,3,15.464412615458166
3977,Anna Nagar,Normal Sale,No,Commercial,Paved,RL,20,1880,174,2.0,1.0,5,16.88967755476982
3978,Chrompet,AdjLand,No,Others,Gravel,RM,26,721,73,1.0,1.0,2,16.027532227459698
3979,TNagar,AbNormal,No,Others,NoAccess,RH,18,1510,54,1.0,1.0,4,16.229085173985755
3980,Adyar,Normal Sale,Yes,Commercial,Paved,RH,27,1025,46,1.0,1.0,3,16.444039298853216
3981,Karapakkam,Normal Sale,Yes,House,Gravel,RM,49,762,87,1.0,1.0,2,15.908064751817037
3982,TNagar,Normal Sale,No,Commercial,Paved,RL,45,1609,105,1.0,1.0,4,16.72947600507244
3983,Chrompet,Family,Yes,Commercial,Paved,RM,9,869,110,1.0,1.0,3,16.373944582820695
3984,Adyar,AbNormal,Yes,Commercial,Gravel,C,27,1109,104,1.0,1.0,3,16.398194493262206
3985,Adyar,Partial,No,House,Gravel,C,9,928,93,1.0,1.0,3,15.808877193120013
3986,Velachery,Partial,Yes,Others,Gravel,C,13,1747,51,2.0,1.0,4,16.15565604423537
3987,TNagar,Family,No,Commercial,Gravel,RM,9,1526,111,1.0,1.0,4,16.777894402703996
3988,TNagar,Normal Sale,Yes,House,Paved,RH,42,1922,25,2.0,1.0,5,16.44443854427602
3989,KK Nagar,AdjLand,No,House,Gravel,RM,28,1366,3,2.0,1.0,4,16.16172049781553
3990,Karapakkam,AbNormal,No,House,Paved,A,31,731,46,1.0,1.0,2,14.998411910376417
3991,TNagar,Family,No,House,Gravel,RH,43,1886,112,2.0,1.0,5,16.34784159840768
3992,Velachery,AbNormal,Yes,Others,Gravel,RM,42,1754,33,2.0,1.0,4,16.343307302278724
3993,Adyar,AdjLand,No,Commercial,Gravel,C,33,1236,22,2.0,2.0,4,16.45296760781462
3994,Chrompet,Family,Yes,House,Gravel,RL,31,1291,113,2.0,1.0,4,16.208953661823223
3995,Anna Nagar,Normal Sale,No,House,NoAccess,RM,41,1744,66,1.0,1.0,4,16.320135354355877
3996,Adyar,AbNormal,No,House,Paved,RM,11,933,139,1.0,1.0,3,16.05633683618816
3997,Chrompet,Family,No,House,NoAccess,RL,22,747,78,1.0,1.0,2,15.67457471894986
3998,Velachery,Family,Yes,House,Paved,I,44,1574,138,2.0,1.0,4,15.974237174232321
3999,Chrompet,Partial,No,Commercial,Paved,RH,11,1290,151,2.0,1.0,4,16.460796875660805
4000,Velachery,Family,No,Commercial,NoAccess,RM,54,1574,111,2.0,1.0,4,16.444574548658675
4001,Karapakkam,AbNormal,Yes,Commercial,Paved,RM,36,932,86,1.0,1.0,3,16.196143601194688
4002,Karapakkam,AdjLand,No,Commercial,Paved,I,14,1047,63,1.0,1.0,3,16.017675135604076
4003,Anna Nagar,Family,No,Others,Paved,RH,18,1957,4,2.0,1.0,5,16.448796982176248
4004,Karapakkam,Partial,Yes,House,Gravel,RL,39,1511,77,2.0,2.0,4,16.104194475787832
4005,KK Nagar,Partial,Yes,Commercial,Paved,RH,28,1761,189,2.0,1.0,4,16.527514931014167
4006,KK Nagar,AdjLand,No,House,Paved,RM,9,2287,137,4.0,2.0,6,16.384719139730795
4007,Velachery,Normal Sale,No,Others,Paved,RL,18,1749,177,2.0,1.0,4,16.19505604394609
4008,Karapakkam,AdjLand,Yes,House,Paved,RH,37,1550,5,2.0,2.0,4,16.007415902119188
4009,TNagar,Partial,No,Commercial,Paved,RH,24,1766,156,1.0,1.0,4,16.779133913493645
4010,Anna Nagar,Normal Sale,Yes,Others,Gravel,RH,16,1540,85,1.0,1.0,4,16.446345029500012
4011,Velachery,AbNormal,No,House,NoAccess,RL,35,1874,45,3.0,2.0,5,16.087723862332883
4012,Karapakkam,Partial,No,House,NoAccess,RL,5,1454,25,2.0,2.0,4,15.847298489352559
4013,KK Nagar,Family,No,House,Paved,RH,6,2461,198,4.0,2.0,6,16.297292413998893
4014,Velachery,AdjLand,Yes,Commercial,Paved,I,21,1528,194,2.0,1.0,4,16.475614838423176
4015,Adyar,Normal Sale,No,Others,Gravel,C,5,823,134,1.0,1.0,3,15.830999673386042
4016,KK Nagar,Partial,No,Others,Gravel,RM,23,1389,164,2.0,1.0,4,16.139609851891997
4017,Adyar,Normal Sale,No,House,Gravel,RL,11,765,11,1.0,1.0,2,15.959312206429287
4018,Adyar,Partial,Yes,Others,NoAccess,C,8,1244,180,2.0,2.0,4,16.00974477975186
4019,Velachery,Normal Sale,Yes,Others,Gravel,RM,25,1566,170,2.0,1.0,4,16.309920739135457
4020,Anna Nagar,Normal Sale,No,House,Paved,RL,13,1539,69,1.0,1.0,4,16.291908528053856
4021,Chrompet,Family,Yes,Commercial,Paved,RM,35,1283,127,2.0,1.0,4,16.58711529625059
4022,Chrompet,Normal Sale,Yes,Commercial,NoAccess,RM,35,1132,132,1.0,1.0,3,16.462386457036892
4023,Chrompet,AdjLand,No,House,NoAccess,RM,9,948,17,1.0,1.0,3,15.989577613299868
4024,Karapakkam,Family,Yes,Others,Paved,RL,47,589,101,1.0,1.0,2,15.684212086666825
4025,Karapakkam,AbNormal,No,Commercial,NoAccess,I,16,1025,84,1.0,1.0,3,15.893429941749355
4026,Chrompet,Partial,Yes,Commercial,NoAccess,RL,25,885,105,1.0,1.0,3,16.244027439604995
4027,Karapakkam,Family,No,House,Gravel,RL,30,758,80,1.0,1.0,2,15.70718519381124
4028,Adyar,AdjLand,Yes,House,NoAccess,A,16,663,57,1.0,1.0,2,15.55182250188874
4029,Velachery,Normal Sale,Yes,House,NoAccess,A,22,1530,173,2.0,1.0,4,15.769446131265516
4030,Velachery,AdjLand,No,Others,Paved,RH,39,1948,194,3.0,2.0,5,16.243503146408763
4031,Adyar,Family,Yes,House,NoAccess,RL,13,940,60,1.0,1.0,3,16.032721405863935
4032,TNagar,AbNormal,No,House,Paved,RH,7,1532,41,1.0,1.0,4,16.231591375884857
4033,Velachery,Partial,Yes,Others,NoAccess,C,47,1894,194,3.0,2.0,5,16.046612538536454
4034,KK Nagar,Partial,No,Others,Gravel,RH,24,1373,184,2.0,1.0,4,16.021486287580373
4035,Velachery,Partial,No,House,Gravel,I,30,1528,135,2.0,1.0,4,15.925355084298344
4036,Velachery,Family,No,Others,Gravel,I,39,1826,44,3.0,2.0,5,16.136651422821863
4037,Karapakkam,AbNormal,No,House,NoAccess,RH,38,1132,163,1.0,1.0,3,15.553806660602149
4038,TNagar,AdjLand,Yes,House,NoAccess,RM,14,1955,78,2.0,1.0,5,16.551642937655153
4039,Karapakkam,AbNormal,Yes,House,Gravel,RM,17,1036,32,1.0,1.0,3,16.057193178044844
4040,TNagar,AdjLand,Yes,Commercial,Gravel,RM,5,1504,136,1.0,1.0,4,16.861687435870287
4041,Anna Nagar,AdjLand,Yes,Others,Paved,RM,16,1826,160,2.0,1.0,5,16.607657024577684
4042,Karapakkam,Family,Yes,Commercial,NoAccess,I,37,1609,123,2.0,2.0,4,16.2906687623522
4043,Karapakkam,Family,Yes,Commercial,Paved,C,13,891,49,1.0,1.0,3,15.952246004304763
4044,Karapakkam,Partial,No,Others,Gravel,C,11,1665,117,2.0,2.0,4,15.92816489751667
4045,Anna Nagar,Family,Yes,Others,NoAccess,RL,35,1965,122,2.0,1.0,5,16.533254885484936
4046,Chrompet,AdjLand,No,Commercial,NoAccess,RH,6,1157,27,1.0,1.0,3,16.38718219327891
4047,KK Nagar,AbNormal,No,Commercial,Gravel,RL,21,2064,101,3.0,2.0,5,16.68265212785022
4048,Chrompet,Family,No,Others,Gravel,RL,16,1181,12,1.0,1.0,3,16.13713671382811
4049,KK Nagar,Normal Sale,Yes,Others,Paved,RL,20,1653,132,2.0,1.0,4,16.263099309764083
4050,KK Nagar,Normal Sale,No,House,Gravel,RM,27,2282,72,4.0,2.0,6,16.36811892383449
4051,Karapakkam,AbNormal,No,Commercial,Gravel,RH,35,1531,169,2.0,2.0,4,16.323135514960164
4052,Anna Nagar,AdjLand,No,Commercial,Gravel,RM,6,1629,164,1.0,1.0,4,16.845489946813295
4053,Chrompet,AdjLand,Yes,Others,Gravel,RH,39,1081,27,1.0,1.0,3,16.139705369970482
4054,Karapakkam,AdjLand,Yes,Commercial,NoAccess,I,7,1041,190,1.0,1.0,3,16.06844343032496
4055,Chrompet,Family,Yes,House,Paved,RL,28,1175,29,1.0,1.0,3,16.12999151377881
4056,Chrompet,AdjLand,No,Commercial,Paved,RH,29,810,171,1.0,1.0,3,16.14619980347677
4057,KK Nagar,Partial,No,House,Paved,RM,19,1722,197,2.0,1.0,4,16.159518073185776
4058,Karapakkam,AdjLand,No,House,Paved,RL,21,1475,86,2.0,2.0,4,15.998972755590671
4059,Anna Nagar,Family,No,House,Paved,RL,5,1522,81,1.0,1.0,4,16.284844073526973
4061,Chrompet,AdjLand,Yes,Commercial,NoAccess,RL,8,1286,156,2.0,1.0,4,16.559336378025012
4062,Velachery,AbNormal,Yes,House,Paved,RM,14,1803,10,3.0,2.0,5,16.312571378991322
4063,Chrompet,AbNormal,No,Commercial,NoAccess,RL,29,866,147,1.0,1.0,3,16.177383285287522
4064,Adyar,AdjLand,Yes,House,Paved,C,19,1178,121,1.0,1.0,3,16.011954274952835
4065,Anna Nagar,Normal Sale,No,Others,Paved,RL,9,1626,155,1.0,1.0,4,16.41127259889206
4066,Anna Nagar,Normal Sale,Yes,House,NoAccess,RL,8,1589,48,1.0,1.0,4,16.345591955283297
4067,Chrompet,Partial,No,House,NoAccess,RL,35,1165,68,1.0,1.0,3,15.880150722720227
4068,Adyar,Normal Sale,No,Commercial,Paved,RH,36,618,57,1.0,1.0,2,15.981717925655232
4069,Chrompet,Family,No,Others,Gravel,RL,38,1144,131,1.0,1.0,3,16.09398142606953
4070,Adyar,Partial,No,Commercial,Paved,RM,36,1201,83,2.0,2.0,4,16.515857229597007
4071,Karapakkam,Partial,Yes,House,Paved,RH,37,879,158,1.0,1.0,2,15.721135919368356
4072,Anna Nagar,Normal Sale,Yes,Others,Gravel,RM,35,1501,78,1.0,1.0,4,16.465824578351395
4073,Adyar,Normal Sale,Yes,Commercial,Gravel,RM,18,1289,181,2.0,2.0,4,16.71467967206269
4074,KK Nagar,Partial,Yes,Others,Paved,RH,10,1741,11,2.0,1.0,4,16.21738707689264
4075,Karapakkam,Partial,No,Commercial,Paved,RM,45,1585,48,2.0,2.0,4,16.358415324498594
4076,Chrompet,Family,Yes,House,Gravel,RL,9,897,104,1.0,1.0,3,16.06797451143403
4077,Chrompet,AbNormal,Yes,House,NoAccess,RM,20,1172,77,1.0,1.0,3,16.129902574108606
4078,Karapakkam,Normal Sale,Yes,Others,Paved,RH,18,1321,193,1.0,1.0,3,16.01706109814929
4079,Karapakkam,Family,No,Others,NoAccess,I,13,798,21,1.0,1.0,2,15.37689938156477
4080,TNagar,AdjLand,No,Commercial,NoAccess,RM,20,1808,123,2.0,1.0,5,16.88505540290262
4081,Chrompet,AbNormal,No,Others,Paved,RH,16,934,168,1.0,1.0,3,15.908471178695798
4082,Chrompet,Partial,Yes,Others,NoAccess,RL,29,961,161,1.0,1.0,3,16.00019033282574
4083,Adyar,AbNormal,No,Others,Paved,A,11,962,15,1.0,1.0,3,15.718472495367536
4084,KK Nagar,Family,No,Others,Paved,RL,7,1778,92,3.0,2.0,5,16.21729172543029
4085,Anna Nagar,AbNormal,Yes,House,Paved,RH,12,1756,187,1.0,1.0,4,16.376615844134214
4086,Karapakkam,Partial,No,Others,Paved,A,6,1023,199,1.0,1.0,3,15.431677181760193
4087,Adyar,Normal Sale,No,House,NoAccess,RL,31,784,74,1.0,1.0,2,15.75022960529994
4088,KK Nagar,Family,No,House,Paved,RH,11,1485,77,2.0,1.0,4,15.971654079448971
4089,KK Nagar,Normal Sale,Yes,Others,Gravel,RL,12,2177,119,3.0,2.0,5,16.474724233822393
4090,KK Nagar,Family,Yes,Others,Paved,RM,18,2088,161,3.0,2.0,5,16.43695228271967
4091,Adyar,Partial,Yes,Others,NoAccess,I,24,1181,156,1.0,1.0,3,15.998517993430989
4092,KK Nagar,Partial,No,House,Gravel,RM,9,1308,177,1.0,1.0,3,16.09050480002971
4093,Karapakkam,AbNormal,No,House,NoAccess,I,19,663,102,1.0,1.0,2,15.209135981061438
4094,TNagar,AdjLand,Yes,House,NoAccess,RH,5,1975,0,2.0,1.0,5,16.461420710403935
4095,Chrompet,Normal Sale,No,Commercial,Gravel,RH,22,749,180,1.0,1.0,2,16.11539209965473
4096,Velachery,AbNormal,Yes,House,Gravel,A,33,1727,73,2.0,1.0,4,15.971157299648729
4097,KK Nagar,AbNormal,Yes,Others,Paved,RM,17,2158,50,3.0,2.0,5,16.42953985445627
4098,Chrompet,Normal Sale,No,House,Gravel,RL,10,1157,19,1.0,1.0,3,16.097432021105796
4099,TNagar,AdjLand,No,Commercial,Gravel,RM,21,1832,138,2.0,1.0,5,16.94196196720256
4100,Chrompet,AbNormal,Yes,Commercial,Gravel,RH,15,1138,23,1.0,1.0,3,16.482356399787474
4101,Chrompet,AbNormal,No,House,NoAccess,RH,5,770,191,1.0,1.0,2,15.69816988976871
4102,TNagar,Normal Sale,No,House,Gravel,RL,23,1842,33,2.0,1.0,5,16.426603870848435
4103,TNagar,Family,Yes,Commercial,NoAccess,RH,42,1882,117,2.0,1.0,5,16.84519483358797
4104,Chrompet,AdjLand,Yes,Others,NoAccess,RM,14,757,155,1.0,1.0,2,16.03857029276979
4105,Velachery,Normal Sale,Yes,House,Paved,RH,37,1884,92,3.0,2.0,5,16.16432281917214
4106,KK Nagar,AbNormal,Yes,Others,Paved,RH,6,1729,82,2.0,1.0,4,16.244373260898524
4107,Adyar,Family,Yes,Others,Paved,A,29,866,177,1.0,1.0,3,15.75570037708468
4108,Karapakkam,AbNormal,Yes,Commercial,Gravel,RL,16,919,146,1.0,1.0,3,16.233595192536566
4109,KK Nagar,Family,No,House,Paved,RL,5,1587,80,2.0,1.0,4,16.06824752234181
4110,Chrompet,AbNormal,Yes,Others,Gravel,RH,16,1282,109,2.0,1.0,4,16.257346767231866
4111,Chrompet,Normal Sale,No,Others,Paved,RM,38,928,79,1.0,1.0,3,15.991393911638406
4112,Chrompet,Normal Sale,No,House,Paved,RH,29,898,18,1.0,1.0,3,15.76715068785078
4113,Adyar,AbNormal,Yes,Commercial,NoAccess,A,25,692,118,1.0,1.0,2,15.916474448351789
4114,TNagar,Partial,Yes,Others,Paved,RH,39,1972,175,2.0,1.0,5,16.497270649490332
4115,KK Nagar,Partial,No,Others,Paved,RH,10,2079,102,3.0,2.0,5,16.22404287446943
4116,KK Nagar,Partial,No,Commercial,Paved,RL,11,1486,128,2.0,1.0,4,16.40786644052097
4117,Anna Nagar,AdjLand,Yes,Commercial,Paved,RM,41,1742,9,1.0,1.0,4,16.903236198593905
4118,TNagar,AbNormal,Yes,House,Paved,RL,24,1936,103,2.0,1.0,5,16.489057164130156
4119,Karapakkam,AdjLand,No,Commercial,NoAccess,RM,49,1214,145,1.0,1.0,3,16.155890347833523
4120,Karapakkam,AbNormal,Yes,House,NoAccess,RH,34,1257,133,1.0,1.0,3,15.777417783054576
4121,Karapakkam,Partial,Yes,House,NoAccess,I,19,841,118,1.0,1.0,2,15.545324585560651
4122,KK Nagar,Normal Sale,No,Commercial,Paved,RH,14,2255,181,4.0,2.0,6,16.701221750053683
4123,Velachery,Partial,Yes,Commercial,Paved,RH,34,1605,3,2.0,1.0,4,16.478366023589928
4124,Chrompet,AbNormal,No,Commercial,Paved,RH,14,1188,111,1.0,1.0,3,16.399597917684464
4125,Chrompet,Partial,Yes,Others,NoAccess,RL,7,1213,142,2.0,1.0,4,16.16972615848313
4126,Chrompet,Family,Yes,Commercial,Paved,RM,38,731,89,1.0,1.0,2,16.259161699139472
4127,KK Nagar,Partial,Yes,Commercial,Gravel,RL,6,1781,185,3.0,2.0,5,16.656285126133465
4128,Chrompet,Family,No,Commercial,Paved,RH,19,702,62,1.0,1.0,2,16.037914241999538
4129,Anna Nagar,Normal Sale,No,Others,Gravel,RM,19,1949,2,2.0,1.0,5,16.60553612103692
4130,Anna Nagar,AbNormal,No,Others,Gravel,RL,30,1857,71,2.0,1.0,5,16.502342093661404
4131,KK Nagar,AbNormal,No,Others,Paved,RL,25,1904,73,3.0,2.0,5,16.25733719708127
4132,Karapakkam,AbNormal,No,Commercial,Paved,C,38,1199,91,1.0,1.0,3,15.94047347475805
4133,Karapakkam,AdjLand,Yes,Commercial,Gravel,RH,12,1228,141,1.0,1.0,3,16.32540059107287
4134,Velachery,AbNormal,Yes,Commercial,Gravel,RM,11,1786,37,2.0,1.0,4,16.713486387046867
4135,Velachery,Family,Yes,Others,NoAccess,C,53,1953,106,3.0,2.0,5,16.05219417475266
4136,Karapakkam,Partial,No,Commercial,Gravel,RL,27,1287,140,1.0,1.0,3,16.2691716086685
4137,KK Nagar,AdjLand,No,House,Paved,RM,30,1369,55,2.0,1.0,4,16.081527512615757
4138,KK Nagar,AbNormal,Yes,House,Gravel,RL,20,1771,64,2.0,1.0,4,16.28266752671912
4139,Adyar,AbNormal,Yes,House,Gravel,I,28,1082,100,1.0,1.0,3,16.0810904257981
4140,KK Nagar,AbNormal,Yes,House,Paved,RL,25,1636,141,2.0,1.0,4,16.182921786980764
4141,Karapakkam,AdjLand,No,Others,Paved,RM,26,602,0,1.0,1.0,2,15.762327153215933
4142,TNagar,AbNormal,No,House,NoAccess,RL,29,1854,29,2.0,1.0,5,16.316654007912614
4143,Karapakkam,AbNormal,Yes,Others,NoAccess,RM,25,1655,89,2.0,2.0,4,16.172208765912305
4144,Adyar,Family,No,Commercial,Gravel,RH,16,698,140,1.0,1.0,2,16.15280939604895
4145,Chrompet,Family,No,House,Gravel,RL,31,1101,74,1.0,1.0,3,15.998488915872572
4146,Karapakkam,AdjLand,Yes,Others,Paved,I,22,785,173,1.0,1.0,2,15.742053801925557
4147,Adyar,AbNormal,Yes,House,Gravel,RM,34,1135,172,1.0,1.0,3,16.25970814088323
4148,Karapakkam,AdjLand,Yes,Others,Paved,RH,32,1308,9,1.0,1.0,3,15.983995753908632
4149,Adyar,Family,No,Commercial,NoAccess,RH,26,924,100,1.0,1.0,3,16.211014428182917
4150,Karapakkam,AdjLand,Yes,Commercial,Gravel,I,49,508,67,1.0,1.0,2,15.773560435713701
4151,Velachery,AbNormal,No,House,Paved,RL,8,1725,60,2.0,1.0,4,16.150335516130706
4152,Karapakkam,AdjLand,No,Commercial,NoAccess,I,10,1665,122,2.0,2.0,4,16.29825153103309
4153,KK Nagar,Partial,Yes,Others,Gravel,RH,9,1868,98,3.0,2.0,5,16.295257586436357
4154,Anna Nagar,Family,Yes,Commercial,NoAccess,RH,36,1951,120,2.0,1.0,5,16.861091482911437
4155,TNagar,Normal Sale,Yes,Commercial,Paved,RM,22,1665,159,1.0,1.0,4,16.873089200814857
4156,Anna Nagar,AdjLand,No,Commercial,Paved,RH,15,1537,16,1.0,1.0,4,16.733330423976597
4157,Chrompet,Family,Yes,Commercial,Paved,RH,26,912,199,1.0,1.0,3,16.310048345754634
4158,Karapakkam,Normal Sale,Yes,Commercial,Paved,RH,31,724,77,1.0,1.0,2,15.968625798943597
4159,Karapakkam,Partial,No,Commercial,NoAccess,A,33,516,186,1.0,1.0,2,15.081043640361425
